collection,cumulativeTradeVolumeETH,dailyMaxSalePrice,dailyMinSalePrice,dailyTradeVolumeETH,dailyTradedItemCount,transaction_date,dailyMinSalePrice_USD,dailyMaxSalePrice_USD,DailyTradeVolumeUSD
Sandbox's LANDs,20073.89713324189,1.6,1.6,1.6,1,2022-06-30,1710.2467666214698,1710.2467666214698,1710.2467666214698
Cryptovoxels Parcel,1279.4558036421545,2.65,1.69,4.34,2,2022-06-30,1806.4481472439272,2832.596207216809,4639.044354460736
Cryptovoxels Parcel,41.91610815193405,1.9,0.7013472995976477,6.882375632028664,4,2022-06-30,749.6730946347351,2030.918035362995,7356.600419594634
Sandbox's LANDs,1041.5180532806667,2.9,1.62001,48.891378402777775,24,2022-06-30,1731.6355402465292,3099.822264501413,52260.2011431359
Decentraland LAND,177.368,3.0,2.45,5.45,2,2022-06-30,2618.815361389125,3206.7126874152555,5825.528048804381
NFT Worlds,566.4142,4.15,3.3059,15.5959,4,2022-06-30,3533.6904911086976,4435.952550924437,16670.52346721986
Sandbox's LANDs,992.626674877889,2.89,1.8,65.81189,30,2022-06-29,1973.3720221664407,3168.3584133672307,72150.74580660855
Cryptovoxels Parcel,35.033732519905385,0.743,0.7025650595879273,1.4455650595879272,2,2022-06-29,770.234573523619,814.5641180387032,1584.798691562322
Decentraland LAND,171.918,2.7,2.5,10.49,4,2022-06-29,2740.794475231168,2960.058033249661,11500.373618069982
Cryptovoxels Parcel,1275.1158036421543,2.0,1.55,3.55,2,2022-06-29,1699.2925746433243,2192.6355801849345,3891.9281548282574
NFT Worlds,550.8183,4.32,3.48,11.89,3,2022-06-29,3815.185909521786,4736.092853199459,13035.218524199436
Sandbox's LANDs,20072.297133241893,4.5,2.2,9.3,3,2022-06-29,2411.8991382034283,4933.430055416103,10195.755447859949
Cryptovoxels Parcel,33.58816746031746,5.25,0.75,11.65,3,2022-06-28,854.8459585549731,5983.921709884811,13278.607222887247
Cryptovoxels Parcel,1271.5658036421544,2.98,2.98,5.96,2,2022-06-28,3396.58794199176,3396.58794199176,6793.175883983519
NFT Worlds,538.9283,4.9,4.35,13.645,3,2022-06-28,4958.106559618844,5584.993595892492,15552.497472643478
Decentraland LAND,161.428,4.2,2.01,18.785,5,2022-06-28,2290.987168927328,4787.13736790785,21411.04177527356
Somnium Space Land,13.8,1.0,0.7,4.8,6,2022-06-28,797.8562279846415,1139.7946114066308,5471.014134751827
Sandbox's LANDs,20062.997133241894,2.0,1.99,9.99,5,2022-06-28,2268.1912766991954,2279.5892228132616,11386.548167952242
Sandbox's LANDs,926.814784877889,8.8,1.55164999,120.14543999,53,2022-06-28,1768.5622973911527,10030.192580378352,136941.12508568072
NFT Worlds,525.2833,8.35,3.7,43.16,8,2022-06-27,4409.174863474287,9950.435164867647,51432.42894798654
Cryptovoxels Parcel,21.93816746031746,1.2500674603174604,0.9,2.1500674603174605,2,2022-06-27,1072.50199381807,1489.6664928861856,2562.1684867042554
Decentraland LAND,142.643,2.58,2.473,12.545,5,2022-06-27,2946.9971452356517,3074.5057156118,14949.486124941872
Sandbox's LANDs,20053.007133241892,2.88,2.1,13.78,6,2022-06-27,2502.504652242163,3432.006380217823,16421.197194236665
Sandbox's LANDs,806.669344887889,3.8,1.58,86.055049999,38,2022-06-27,1882.8368335917223,4528.341751676294,102549.1252244902
Decentraland LAND,2333.1791668668648,2.8,2.8,2.8,1,2022-06-27,3336.672869656217,3336.672869656217,3336.672869656217
Cryptovoxels Parcel,19.7881,0.66,0.66,0.66,1,2022-06-26,791.4403086137401,791.4403086137401,1000.0
NFT Worlds,482.1233,6.66,3.475,29.5919,6,2022-06-26,4167.053140049616,7986.352205102286,35485.18555828323
Sandbox's LANDs,720.6142948888889,2.5,1.55,50.10687,24,2022-06-26,1858.685573259541,2997.879956870227,60085.752509800834
Sandbox's LANDs,20039.227133241893,2.22,1.96,19.48,9,2022-06-26,2350.337886186258,2662.117401700762,23359.48062393281
Decentraland LAND,130.098,3.33,1.51,12.386,4,2022-06-26,1810.719493949617,3993.176102551143,14852.696458317852
NFT Worlds,23383.564330845868,4.39,4.39,4.39,1,2022-06-25,5455.0511611569145,5455.0511611569145,5455.0511611569145
NFT Worlds,452.5314,6.9,4.0,60.1669,12,2022-06-25,4970.433859824068,8573.998408196518,74763.89925016218
Sandbox's LANDs,670.5074248888889,3.49,1.21,52.62239,25,2022-06-25,1503.5562425967803,4336.7035426965,65389.02726021687
Sandbox's LANDs,20019.747133241894,2.3,1.989,21.6628,10,2022-06-25,2471.5482367975183,2857.999469398839,26918.37865464921
Cryptovoxels Parcel,19.1281,1.2,0.75,5.0024,5,2022-06-25,931.9563487170128,1491.1301579472204,6216.02458509598
Decentraland LAND,117.712,2.39,1.85,6.54,3,2022-06-25,2298.825660168632,2969.834231244881,8126.659360812352
Decentraland LAND,2330.3791668668646,3.5,3.5,3.5,1,2022-06-24,4291.623092269658,4291.623092269658,4291.623092269658
Decentraland LAND,111.172,2.75,1.98,7.23,3,2022-06-24,2427.8324921982635,3371.989572497588,8865.26713060275
Sandbox's LANDs,19998.08433324189,4.99,2.0,38.158,15,2022-06-24,2452.3560527255186,6118.628351550169,46788.50112995017
Sandbox's LANDs,617.8850348888889,2.8,1.455,56.16555388888889,27,2022-06-24,1784.0890283578149,3433.2984738157256,68868.96801704897
Cryptovoxels Parcel,1265.6058036421543,5.98,0.7132012192924932,9.980744601882993,5,2022-06-24,874.5116634715829,7332.544597649301,12238.169717567653
NFT Worlds,392.3645,6.9,3.1,63.0797,16,2022-06-24,3801.1518817245537,8460.62838190304,77346.94204955496
Decentraland LAND,103.942,4.0,2.021,16.969,5,2022-06-23,2315.263532592007,4582.411741894126,19439.73621205036
Cryptovoxels Parcel,1255.6250590402717,0.7191604904358665,0.7000766625315361,1.4192371529674028,2,2022-06-23,802.0098796526406,823.8723689199132,1625.882248572554
Cryptovoxels Parcel,14.1257,0.65,0.65,0.65,1,2022-06-23,744.6419080577955,744.6419080577955,1000.0
NFT Worlds,329.2848,4.5,3.18,18.23,5,2022-06-23,3643.01733480583,5155.213209630892,20884.34151368248
Somnium Space Land,9.0,1.4,1.4,2.8,2,2022-06-23,1603.844109662944,1603.844109662944,3207.688219325888
Sandbox's LANDs,561.719481,2.5,1.11,75.0667,38,2022-06-23,1271.61925837562,2864.0073386838285,85996.63187631094
Sandbox's LANDs,19959.926333241892,3.4999,2.0,10.4999,4,2022-06-23,2291.205870947063,4009.495713863813,12028.716262178534
Decentraland LAND,2326.8791668668646,1.9250000000000005,1.9250000000000005,1.9250000000000005,1,2022-06-23,2205.285650786549,2205.285650786549,2205.285650786549
Sandbox's LANDs,486.652781,3.5,1.55,44.989,22,2022-06-22,1628.2224082252,3676.631244379484,47259.41801525388
Cryptovoxels Parcel,13.4757,2.0,0.682,5.532,3,2022-06-22,716.4178596190881,2100.9321396454197,5811.178298259229
Cryptovoxels Parcel,1254.205821887304,0.7034090746797297,0.7034090746797297,0.7034090746797297,1,2022-06-22,738.9073661564445,738.9073661564445,1000.0
Decentraland LAND,86.973,2.7,2.475,7.845,3,2022-06-22,2599.9035228112066,2836.258388521316,8240.906317759156
Decentraland LAND,2324.954166866865,4.0,0.0,7.51,3,2022-06-22,120.0,4201.864279290839,7889.000184368549
NFT Worlds,311.0548,8.88,3.95,26.33,5,2022-06-22,4149.340975799703,9328.138700025662,27658.771618431943
Sandbox's LANDs,19949.426433241893,2.0,1.95,7.95,4,2022-06-22,2048.408836154284,2100.9321396454197,8351.205255090541
Sandbox's LANDs,19941.476433241893,7.0,1.1285,64.3745,23,2022-06-21,1267.745850454815,7863.731460508376,72317.68298635664
Decentraland LAND,79.128,3.33,3.33,3.33,1,2022-06-21,3740.889394784699,3740.889394784699,3740.889394784699
NFT Worlds,284.7248,6.3999,3.6969,24.1968,5,2022-06-21,4153.061262336202,7189.584996301079,27182.44820051844
Sandbox's LANDs,441.663781,3.0,1.7,61.09499,31,2022-06-21,1909.7633546948912,3370.170625932161,68633.51356320638
Cryptovoxels Parcel,1253.5024128126245,1.79,0.808819177744391,3.4867043254794288,3,2022-06-21,908.6195448415834,2010.868473472856,3916.92949968046
NFT Worlds,260.528,5.0,3.02,38.79,9,2022-06-20,3414.720047754933,5653.510012839293,43859.93067960724
Sandbox's LANDs,380.568791,7.0,1.58,64.959901,28,2022-06-20,1786.5091640572168,7914.914017975011,73450.29014730985
Cryptovoxels Parcel,1250.015708487145,6.0,0.815801133374779,11.46372740479558,5,2022-06-20,922.4279752039914,6784.212015407153,12962.059533494405
Decentraland LAND,75.798,2.99,2.724,5.714,2,2022-06-20,3080.032254994848,3380.798987677898,6460.831242672745
Sandbox's LANDs,19877.10193324189,4.0,0.0,21.2247,10,2022-06-20,120.0,4522.808010271435,23998.81079390203
Somnium Space Land,525.2122355616233,3.49,3.49,3.49,1,2022-06-19,3925.885812401209,3925.885812401209,3925.885812401209
Sandbox's LANDs,19855.877233241892,4.9,1.2009999999999998,93.58199000000002,40,2022-06-19,1350.9996735512466,5511.988676437227,105269.97330580854
Sandbox's LANDs,315.60889,2.39,1.575,79.96799,41,2022-06-19,1771.71064599768,2688.500599323464,89955.64395049906
Decentraland LAND,2317.4441668668646,3.0,3.0,3.0,1,2022-06-19,3374.686944757485,3374.686944757485,3374.686944757485
NFT Worlds,221.738,5.85,3.55,13.25,3,2022-06-19,3993.379551296358,6580.639542277097,14904.86733934556
Cryptovoxels Parcel,1238.5519810823494,2.085329832748408,0.9,2.985329832748408,2,2022-06-19,1012.4060834272456,2345.778454029788,3358.184537457034
Decentraland LAND,2314.4441668668646,3.7,1.98,11.94,4,2022-06-18,1971.4768727677072,3684.072944060867,11888.602960023443
Decentraland LAND,70.084,3.0,2.4,10.597,4,2022-06-18,2389.6689366881296,2987.0861708601624,10551.38405086838
Cryptovoxels Parcel,7.9437,1.323,1.1907,2.5137,1,2022-06-18,1185.5745012143989,1317.3050013493316,2502.87950256373
Sandbox's LANDs,235.6409,2.98,1.4001,59.2549,32,2022-06-18,1394.0731159404377,2967.172263054428,58999.83078190061
Sandbox's LANDs,19762.295243241893,3.0,1.21,41.60181,21,2022-06-18,1204.791422246932,2987.0861708601624,41422.730444584005
Cryptovoxels Parcel,1235.566651249601,2.5,0.7032765410603985,8.811469695230993,6,2022-06-18,700.2492100306285,2489.238475716802,8773.539757192637
NFT Worlds,23379.174330845868,4.0,4.0,4.0,1,2022-06-18,3982.781561146883,3982.781561146883,3982.781561146883
NFT Worlds,208.488,4.9,2.828,58.038,16,2022-06-18,2815.8265637308464,4878.907412404932,57788.1690614607
NFT Worlds,150.45,4.0,3.6,22.4,6,2022-06-17,3912.732197455445,4347.480219394939,24345.889228611657
Sandbox's LANDs,19720.693433241893,2.5,1.3489583333333337,25.668858333333333,14,2022-06-17,1466.1424177386582,2717.175137121837,27898.7134646544
Somnium Space Land,521.7222355616233,4.1,3.6,7.7,2,2022-06-17,3912.732197455445,4456.167224879812,8368.899422335258
Somnium Space Land,6.2,1.8,1.8,1.8,1,2022-06-17,1956.3660987277224,1956.3660987277224,1956.3660987277224
Cryptovoxels Parcel,5.43,1.3,0.85,4.43,3,2022-06-17,923.8395466214243,1412.931071303355,4814.834342979894
Cryptovoxels Parcel,1226.75518155437,1.0,0.7063440757466856,3.8867710159274047,5,2022-06-17,767.7042243488789,1086.8700548487348,4224.415027265491
NFT Worlds,23375.174330845868,5.969,5.5,11.469,2,2022-06-17,5977.785301668041,6487.527357392098,12465.31265906014
Decentraland LAND,59.487,2.7,2.58,5.28,2,2022-06-17,2804.124741509736,2934.549148091584,5738.673889601319
Sandbox's LANDs,176.386,2.279,1.5,69.464,39,2022-06-17,1630.305082273102,2476.9768550002664,75498.3414900125
Decentraland LAND,2302.5041668668646,2.8,2.8,2.8,1,2022-06-17,3043.236153576457,3043.236153576457,3043.236153576457
Sandbox's LANDs,19695.02457490856,3.0,1.65,19.3,10,2022-06-16,1755.4258425922844,3191.68335016779,20533.16288607945
Sandbox's LANDs,106.922,2.98,1.39,41.874,21,2022-06-16,1478.8132855777426,3170.405461166672,44549.516201642014
Decentraland LAND,54.207,3.75,2.69,33.31,11,2022-06-16,2861.876070650452,3989.6041877097377,35438.324131363035
Somnium Space Land,514.0222355616232,1.69,1.69,1.69,1,2022-06-16,1797.9816205945217,1797.9816205945217,1797.9816205945217
Somnium Space Land,4.4,2.9,2.9,2.9,1,2022-06-16,3085.293905162197,3085.293905162197,3085.293905162197
NFT Worlds,128.05,6.69,2.84,73.77,21,2022-06-16,3021.460238158841,7117.453870874173,78483.49358062596
Cryptovoxels Parcel,1222.8684105384425,0.95,0.95,0.95,1,2022-06-16,1010.6997275531336,1010.6997275531336,1010.6997275531336
Cryptovoxels Parcel,1.0,1.0,1.0,1.0,1,2022-06-16,1063.89445005593,1063.89445005593,1063.89445005593
NFT Worlds,54.28,5.5,2.4,54.28,17,2022-06-15,2963.3814307212883,6791.0824454029525,67021.81002481314
NFT Worlds,23363.705330845867,3.15,3.15,3.15,1,2022-06-15,3889.4381278216906,3889.4381278216906,3889.4381278216906
Sandbox's LANDs,65.048,1.99,1.222222222222222,61.893,40,2022-06-15,1509.129432311767,2457.137102973068,76421.90287151362
Cryptovoxels Parcel,1221.9184105384427,2.55,0.700008909984853,9.97093386599738,8,2022-06-15,864.3305854952347,3148.5927701413684,12311.533443936109
Somnium Space Land,1.5,1.5,1.5,1.5,1,2022-06-15,1852.113394200805,1852.113394200805,1852.113394200805
Decentraland LAND,20.897,3.75,2.95,17.597,5,2022-06-15,3642.489675261584,4630.283485502013,21727.75959850105
Decentraland LAND,2299.704166866865,4.01,0.0,12.11,5,2022-06-15,120.0,4951.316473830152,14952.7288025145
Sandbox's LANDs,19675.72457490856,5.0,1.2063541666666666,38.68248990236666,19,2022-06-15,1489.5364734888558,6173.711314002684,47762.90511280713
Sandbox's LANDs,19637.042085006196,5.0,1.3,159.0856,87,2022-06-14,1572.2164547773398,6046.986364528229,192397.6907985584
Sandbox's LANDs,3.155,1.655,1.5,3.155,2,2022-06-14,1814.0959093584688,2001.552486658844,3815.6483960173127
Somnium Space Land,512.3322355616233,2.0,0.8,4.4,3,2022-06-14,967.5178183245168,2418.794545811292,5321.348000784842
Decentraland LAND,3.3,3.3,3.3,3.3,1,2022-06-14,3991.0110005886313,3991.0110005886313,3991.0110005886313
Decentraland LAND,2287.5941668668647,6.0,1.8,46.43,14,2022-06-14,2176.9150912301625,7256.383637433875,56152.31538100914
Cryptovoxels Parcel,1211.9474766724452,0.92,0.9144355644355644,1.8344355644355643,2,2022-06-14,1105.9158778763067,1112.6454910731943,2218.561368949501
NFT Worlds,23360.55533084587,4.9,3.09,39.46,11,2022-06-14,3737.0375732784455,5926.046637237665,47722.81638885679
Somnium Space Land,507.93223556162326,0.79,0.79,0.79,1,2022-06-13,953.2089644817244,953.2089644817244,1000.0
Sandbox's LANDs,19477.956485006194,2.9,0.0,151.95601,90,2022-06-13,120.0,3499.1215151860765,183349.15308718296
Cryptovoxels Parcel,1210.1130411080096,0.85,0.7040934040375848,2.322375636523256,3,2022-06-13,849.5546133684538,1025.6045820372983,2802.1636400353395
NFT Worlds,23321.095330845867,5.0,2.15,83.47,27,2022-06-13,2594.176295741401,6032.968129631166,100714.36995606268
Decentraland LAND,2241.164166866865,6.4,0.0,37.895,14,2022-06-13,120.0,7722.199205927893,45723.86545447461
Sandbox's LANDs,19326.000475006196,2.5,1.105,90.60945913666666,63,2022-06-12,1584.0068902257788,3583.725995985925,129887.78967611869
NFT Worlds,23237.62533084587,6.6,3.0,45.97,12,2022-06-12,4300.471195183111,9461.03662940284,65897.5536141892
Decentraland LAND,2203.269166866865,2.95,1.99,25.34499,9,2022-06-12,2852.6458928047964,4228.796675263392,36331.799812401325
Cryptovoxels Parcel,1207.7906654714864,1.4,1.1,2.5,2,2022-06-12,1576.8394382338072,2006.8865577521176,3583.725995985925
Decentraland LAND,2177.924176866865,3.79,0.0,9.94,5,2022-06-11,120.0,5788.298967466431,15180.921302537288
Cryptovoxels Parcel,1205.2906654714864,0.969,0.95,1.919,2,2022-06-11,1450.8928810272057,1479.91073864775,2930.803619674956
Sandbox's LANDs,19235.39101586953,1.88,1.39,42.1239,25,2022-06-11,2122.8853732924376,2871.240648769628,64333.96487484412
NFT Worlds,23191.655330845868,6.0,3.5,18.1,4,2022-06-11,5345.394824837073,9163.533985434984,27643.32752272887
Cryptovoxels Parcel,1203.3716654714865,2.69,0.6045315710557003,9.631779434903017,10,2022-06-10,1002.8925230237688,4462.597184499021,15978.718136770916
Decentraland LAND,2167.984176866865,3.0,2.9,5.9,2,2022-06-10,4810.978377340952,4976.874183456157,9787.85256079711
Sandbox's LANDs,19193.267115869527,2.3,1.36,115.6514,61,2022-06-10,2256.1829631667915,3815.60354064972,191860.82231352045
NFT Worlds,23173.55533084587,6.24,4.2499,29.5489,6,2022-06-10,7050.405864090108,10351.898301588806,49020.38585317588
NFT Worlds,23144.006430845868,5.1,3.5,17.55,4,2022-06-09,6250.373314500316,9107.68682970046,31341.157619851587
Somnium Space Land,507.1422355616233,1.6799,1.6799,1.6799,1,2022-06-09,3000.000608865452,3000.000608865452,3000.000608865452
Decentraland LAND,2162.0841768668647,0.0,0.0,0.0,1,2022-06-09,120.0,0.0,1000.0
Sandbox's LANDs,19077.615715869528,2.4,0.0,32.5179,20,2022-06-09,120.0,4285.970272800217,58071.14697245423
Cryptovoxels Parcel,1193.7398860365834,1.8714435621328125,0.7013806500849896,6.447255965231644,6,2022-06-09,1252.5402567423153,3342.063114385242,11513.644753381956
Sandbox's LANDs,19045.09781586953,2.65,1.48,158.5229,74,2022-06-08,2657.2536839238496,4757.920447566353,200000.0
NFT Worlds,23126.45643084587,4.95,3.5,29.71,6,2022-06-08,6284.045874144239,8887.436307718282,53342.57226309296
Decentraland LAND,2162.0841768668647,8.0,2.2,17.176,5,2022-06-08,3949.971692319237,14363.533426615404,30838.50626694327
Cryptovoxels Parcel,1187.2926300713516,1.4,0.7,2.1,2,2022-06-08,1256.8091748288475,2513.6183496576955,3770.427524486544
Cryptovoxels Parcel,1185.1926300713517,1.4837615336586267,0.7,2.9132688584588857,3,2022-06-07,1271.7268504355322,2695.627688567258,5292.688899771197
Sandbox's LANDs,18886.57491586953,2.98,1.5,75.07994925,42,2022-06-07,2725.128965218998,5413.922877568409,136401.69627223158
NFT Worlds,23096.74643084587,6.09,4.7,21.19,4,2022-06-07,8538.737424352861,11064.023598789132,38496.98851532704
Decentraland LAND,2144.908176866865,2.3,0.0,6.74,4,2022-06-07,120.0,4178.531080002464,12244.912817050696
Decentraland LAND,2138.168176866865,2.25,0.0,15.655,8,2022-06-06,120.0,4181.116329243424,29091.27828191369
Sandbox's LANDs,18811.494966619528,3.0,1.515,94.6389999,52,2022-06-06,2815.284995023905,5574.821772324565,175865.18571784746
Cryptovoxels Parcel,1182.2793612128928,1.99,0.7763368272479059,4.496336827247905,4,2022-06-06,1442.6464823996669,3697.965108975295,8355.425480082125
NFT Worlds,23075.556430845867,5.99,3.5,93.04,19,2022-06-06,6503.958734378659,11131.06080540805,172893.80589902584
Decentraland LAND,2122.513176866865,2.2,0.0,8.7,7,2022-06-05,120.0,3975.6819090594895,15722.0148221898
Somnium Space Land,505.46233556162326,1.95,1.95,1.95,1,2022-06-05,3523.899873939093,3523.899873939093,3523.899873939093
Cryptovoxels Parcel,1177.7830243856447,0.808,0.808,0.808,1,2022-06-05,1460.159537509122,1460.159537509122,1460.159537509122
NFT Worlds,22982.51643084587,5.05,5.05,5.05,1,2022-06-05,9125.99710943201,9125.99710943201,9125.99710943201
Sandbox's LANDs,18716.85596671953,2.0,0.6,84.5149,52,2022-06-05,1084.2768842889518,3614.2562809631727,152729.2540799872
Decentraland LAND,2113.813176866865,2.52,1.529,8.0535,4,2022-06-04,2750.92948578361,4533.906019734924,14489.607988069523
NFT Worlds,22977.466430845867,4.4,3.975,44.603,11,2022-06-04,7151.696995415206,7916.343843981613,80248.33738025269
Cryptovoxels Parcel,1176.9750243856447,1.8,0.75,5.25,4,2022-06-04,1349.3767915877747,3238.50429981066,9445.637541114424
Somnium Space Land,503.5123355616233,0.7,0.7,0.7,1,2022-06-04,1259.4183388152564,1259.4183388152564,1259.4183388152564
Sandbox's LANDs,18632.341066719528,1.8,1.4,39.6123,24,2022-06-04,2518.836677630513,3238.50429981066,71269.22437521654
Cryptovoxels Parcel,1171.7250243856447,1.78,0.748,7.306703140625,6,2022-06-03,1326.6992271959837,3157.118481830015,12959.622205905956
Somnium Space Land,502.8123355616233,1.0,1.0,1.0,1,2022-06-03,1773.6620684438285,1773.6620684438285,1773.6620684438285
NFT Worlds,22932.863430845868,4.9,3.98,16.87,4,2022-06-03,7059.175032406438,8690.94413537476,29921.67909464739
Decentraland LAND,2105.759676866865,1.95,0.0,15.67,13,2022-06-03,120.0,3458.6410334654656,27793.28461251479
Sandbox's LANDs,18592.728766719527,6.942,1.175204918032787,78.99820491803278,41,2022-06-03,2084.416385763393,12312.762079137055,140116.11953826746
Cryptovoxels Parcel,1164.41832124502,1.5,0.7,3.7,3,2022-06-02,1286.855923257072,2757.54840697944,6801.952737215952
NFT Worlds,22915.99343084587,7.869,3.65,37.218,8,2022-06-02,6710.034456983304,14466.098943014142,68420.29107397387
Decentraland LAND,2090.089676866865,2.6888,0.0,26.3578,19,2022-06-02,120.0,4942.997437790879,48455.27293432179
Sandbox's LANDs,18513.730561801494,5.0,0.17,98.78104,53,2022-06-02,312.52215279100324,9191.8280232648,181595.66632784824
